agency,dataset,official_source_page,url,local_path,status,size,sha256,seasonal_adjustment_status,error
U.S. Census Bureau,BPS monthly MSA/CBSA permits,https://www.census.gov/construction/bps/index.html,repo official raw cache,D:\Programming\Dynamic Paper-dlrhcs_replication\outputs\empirical\unemployment\raw_sa_pilot\raw\census_bps\ma0212c.txt,copied-from-repo-official-cache,39855,7fcb1eced3480b7323d2d16a25d1f26d42b4e84963f1f7610bdcabb6ea2c6f72,not seasonally adjusted,
U.S. Census Bureau,BPS monthly MSA/CBSA permits,https://www.census.gov/construction/bps/index.html,repo official raw cache,D:\Programming\Dynamic Paper-dlrhcs_replication\outputs\empirical\unemployment\raw_sa_pilot\raw\census_bps\ma0301c.txt,copied-from-repo-official-cache,39387,f25b7242a1b8593d7ffd0fdbc13b08d0e6f08b697dae03b78949723f66deaf0d,not seasonally adjusted,
U.S. Census Bureau,BPS monthly MSA/CBSA permits,https://www.census.gov/construction/bps/index.html,repo official raw cache,D:\Programming\Dynamic Paper-dlrhcs_replication\outputs\empirical\unemployment\raw_sa_pilot\raw\census_bps\ma0302c.txt,copied-from-repo-official-cache,39432,b666d10a2e05eedf3f38d664aa11ca61edddb56330629d9cab1e1390c5cae3ef,not seasonally adjusted,
U.S. Census Bureau,BPS monthly MSA/CBSA permits,https://www.census.gov/construction/bps/index.html,repo official raw cache,D:\Programming\Dynamic Paper-dlrhcs_replication\outputs\empirical\unemployment\raw_sa_pilot\raw\census_bps\ma0303c.txt,copied-from-repo-official-cache,39979,79eb194c92480fda6b73f3765c4ff7e9bb84ddd39956f3c4e402d5ecb4fb13ab,not seasonally adjusted,
U.S. Census Bureau,BPS monthly MSA/CBSA permits,https://www.census.gov/construction/bps/index.html,repo official raw cache,D:\Programming\Dynamic Paper-dlrhcs_replication\outputs\empirical\unemployment\raw_sa_pilot\raw\census_bps\ma0304c.txt,copied-from-repo-official-cache,40354,b04b2dc359f18e8b56faebe0f79971049db63b3a56d9e7ea50815e6843f88394,not seasonally adjusted,
U.S. Census Bureau,BPS monthly MSA/CBSA permits,https://www.census.gov/construction/bps/index.html,repo official raw cache,D:\Programming\Dynamic Paper-dlrhcs_replication\outputs\empirical\unemployment\raw_sa_pilot\raw\census_bps\ma0305c.txt,copied-from-repo-official-cache,40463,fee5b4b3be092fd79594f5cfd29d9de356fed0d84ec6343482d9ad075b8d29e3,not seasonally adjusted,
U.S. Census Bureau,BPS monthly MSA/CBSA permits,https://www.census.gov/construction/bps/index.html,repo official raw cache,D:\Programming\Dynamic Paper-dlrhcs_replication\outputs\empirical\unemployment\raw_sa_pilot\raw\census_bps\ma0306c.txt,copied-from-repo-official-cache,40406,8cd9410a5937c602426133a34e327ad103c6489a567141862e3249efd43a38e2,not seasonally adjusted,
U.S. Census Bureau,BPS monthly MSA/CBSA permits,https://www.census.gov/construction/bps/index.html,repo official raw cache,D:\Programming\Dynamic Paper-dlrhcs_replication\outputs\empirical\unemployment\raw_sa_pilot\raw\census_bps\ma0307c.txt,copied-from-repo-official-cache,40307,8c7ea5c1cac379c665b31c806af114a603d229e4ef7e920f80ae0f5c7c85ab18,not seasonally adjusted,
U.S. Census Bureau,BPS monthly MSA/CBSA permits,https://www.census.gov/construction/bps/index.html,repo official raw cache,D:\Programming\Dynamic Paper-dlrhcs_replication\outputs\empirical\unemployment\raw_sa_pilot\raw\census_bps\ma0308c.txt,copied-from-repo-official-cache,40367,bc1357d64a39d48a175b9632e38daac4ac8a6496f97f551a393843d8de41cfcf,not seasonally adjusted,
U.S. Census Bureau,BPS monthly MSA/CBSA permits,https://www.census.gov/construction/bps/index.html,repo official raw cache,D:\Programming\Dynamic Paper-dlrhcs_replication\outputs\empirical\unemployment\raw_sa_pilot\raw\census_bps\ma0309c.txt,copied-from-repo-official-cache,40429,743bbe6d4861f958078747d9b0d0acd0a8e66c36105009b5af95ea079f7a4c2d,not seasonally adjusted,
U.S. Census Bureau,BPS monthly MSA/CBSA permits,https://www.census.gov/construction/bps/index.html,repo official raw cache,D:\Programming\Dynamic Paper-dlrhcs_replication\outputs\empirical\unemployment\raw_sa_pilot\raw\census_bps\ma0310c.txt,copied-from-repo-official-cache,40705,cec2c352c856a27c18843c1bfae3984dc491cacb1d632091c0293059ca2713bb,not seasonally adjusted,
U.S. Census Bureau,BPS monthly MSA/CBSA permits,https://www.census.gov/construction/bps/index.html,repo official raw cache,D:\Programming\Dynamic Paper-dlrhcs_replication\outputs\empirical\unemployment\raw_sa_pilot\raw\census_bps\ma0311c.txt,copied-from-repo-official-cache,39801,ab22ea80fe57ab5e82f8605e6e7cf06f7c28161e05f399198fb7847143e8d248,not seasonally adjusted,
U.S. Census Bureau,BPS monthly MSA/CBSA permits,https://www.census.gov/construction/bps/index.html,repo official raw cache,D:\Programming\Dynamic Paper-dlrhcs_replication\outputs\empirical\unemployment\raw_sa_pilot\raw\census_bps\ma0312c.txt,copied-from-repo-official-cache,40070,94521ece175f2e90a0ff59521d24f34e6747f0244995b5d45d902091774e7801,not seasonally adjusted,
U.S. Census Bureau,BPS monthly MSA/CBSA permits,https://www.census.gov/construction/bps/index.html,repo official raw cache,D:\Programming\Dynamic Paper-dlrhcs_replication\outputs\empirical\unemployment\raw_sa_pilot\raw\census_bps\ma0401c.txt,copied-from-repo-official-cache,39588,323a93cc2e173c2783ff25320243324482ea34eeabb4fbbcfcc37d1c5758b05f,not seasonally adjusted,
U.S. Census Bureau,BPS monthly MSA/CBSA permits,https://www.census.gov/construction/bps/index.html,repo official raw cache,D:\Programming\Dynamic Paper-dlrhcs_replication\outputs\empirical\unemployment\raw_sa_pilot\raw\census_bps\ma0402c.txt,copied-from-repo-official-cache,39353,a7b33d662a30a2fcc5f476fd9f83f6ef6436c50226026445505ebcdadeef9edb,not seasonally adjusted,
U.S. Census Bureau,BPS monthly MSA/CBSA permits,https://www.census.gov/construction/bps/index.html,repo official raw cache,D:\Programming\Dynamic Paper-dlrhcs_replication\outputs\empirical\unemployment\raw_sa_pilot\raw\census_bps\ma0403c.txt,copied-from-repo-official-cache,40425,7daab77c58f8eed7fc1f8302a76e7458402bea908a32d5f6898b89aabc4b04d8,not seasonally adjusted,
U.S. Census Bureau,BPS monthly MSA/CBSA permits,https://www.census.gov/construction/bps/index.html,repo official raw cache,D:\Programming\Dynamic Paper-dlrhcs_replication\outputs\empirical\unemployment\raw_sa_pilot\raw\census_bps\ma0404c.txt,copied-from-repo-official-cache,40429,2223ccea197a79d15da539dc0c6bf8e4217db2b822454e289b486cf320caff55,not seasonally adjusted,
U.S. Census Bureau,BPS monthly MSA/CBSA permits,https://www.census.gov/construction/bps/index.html,repo official raw cache,D:\Programming\Dynamic Paper-dlrhcs_replication\outputs\empirical\unemployment\raw_sa_pilot\raw\census_bps\ma0405c.txt,copied-from-repo-official-cache,40215,e0c016a7aa3c33b9ede1eece373092182078d904af84f3a53b644b636c4b35cc,not seasonally adjusted,
U.S. Census Bureau,BPS monthly MSA/CBSA permits,https://www.census.gov/construction/bps/index.html,repo official raw cache,D:\Programming\Dynamic Paper-dlrhcs_replication\outputs\empirical\unemployment\raw_sa_pilot\raw\census_bps\ma0406c.txt,copied-from-repo-official-cache,40319,5aa569acec75eb502efbdc66944eda96befff9fc311ae8b34efe26b3c322b45a,not seasonally adjusted,
U.S. Census Bureau,BPS monthly MSA/CBSA permits,https://www.census.gov/construction/bps/index.html,repo official raw cache,D:\Programming\Dynamic Paper-dlrhcs_replication\outputs\empirical\unemployment\raw_sa_pilot\raw\census_bps\ma0407c.txt,copied-from-repo-official-cache,40372,8fbd79d5a9d2d3fdbc026b2fe0a66cd3185ba326e6019561aeda838dcdeb42ad,not seasonally adjusted,
U.S. Census Bureau,BPS monthly MSA/CBSA permits,https://www.census.gov/construction/bps/index.html,repo official raw cache,D:\Programming\Dynamic Paper-dlrhcs_replication\outputs\empirical\unemployment\raw_sa_pilot\raw\census_bps\ma0408c.txt,copied-from-repo-official-cache,40182,38b2cc448192e428844140ce2e2e00be09c6994d240157b541e39108768e02ea,not seasonally adjusted,
U.S. Census Bureau,BPS monthly MSA/CBSA permits,https://www.census.gov/construction/bps/index.html,repo official raw cache,D:\Programming\Dynamic Paper-dlrhcs_replication\outputs\empirical\unemployment\raw_sa_pilot\raw\census_bps\ma0409c.txt,copied-from-repo-official-cache,40007,cb8d69e565a2fdef0913d34de45c99b2f4d040772b22c8a0e5509660ba1e90fe,not seasonally adjusted,
U.S. Census Bureau,BPS monthly MSA/CBSA permits,https://www.census.gov/construction/bps/index.html,repo official raw cache,D:\Programming\Dynamic Paper-dlrhcs_replication\outputs\empirical\unemployment\raw_sa_pilot\raw\census_bps\ma0410c.txt,copied-from-repo-official-cache,40111,14e091319ef4746aac66119e64c0899c4305c64f1085872e41498be407954379,not seasonally adjusted,
U.S. Census Bureau,BPS monthly MSA/CBSA permits,https://www.census.gov/construction/bps/index.html,repo official raw cache,D:\Programming\Dynamic Paper-dlrhcs_replication\outputs\empirical\unemployment\raw_sa_pilot\raw\census_bps\ma0411c.txt,copied-from-repo-official-cache,39917,4f8aebd59d2f5a656f9e2e0e6d82243ae921ff303f24b0a8db212d92bb814f8c,not seasonally adjusted,
U.S. Census Bureau,BPS monthly MSA/CBSA permits,https://www.census.gov/construction/bps/index.html,repo official raw cache,D:\Programming\Dynamic Paper-dlrhcs_replication\outputs\empirical\unemployment\raw_sa_pilot\raw\census_bps\ma0412c.txt,copied-from-repo-official-cache,39852,5cbf7b383598f16df4f708f83520c0407e1635eb45b6f3da0d58dbd02ddd929e,not seasonally adjusted,
U.S. Census Bureau,BPS monthly MSA/CBSA permits,https://www.census.gov/construction/bps/index.html,repo official raw cache,D:\Programming\Dynamic Paper-dlrhcs_replication\outputs\empirical\unemployment\raw_sa_pilot\raw\census_bps\ma0501c.txt,copied-from-repo-official-cache,38846,a8617ebc2827d47a3d24dea29c6861090754c6b445059fbdc07cf58a37e06f9a,not seasonally adjusted,
U.S. Census Bureau,BPS monthly MSA/CBSA permits,https://www.census.gov/construction/bps/index.html,repo official raw cache,D:\Programming\Dynamic Paper-dlrhcs_replication\outputs\empirical\unemployment\raw_sa_pilot\raw\census_bps\ma0502c.txt,copied-from-repo-official-cache,39081,a3ccd2e40495b5cea7a804178be6ced0269e6b8e965fd26a3a97b77f7a4b4810,not seasonally adjusted,
U.S. Census Bureau,BPS monthly MSA/CBSA permits,https://www.census.gov/construction/bps/index.html,repo official raw cache,D:\Programming\Dynamic Paper-dlrhcs_replication\outputs\empirical\unemployment\raw_sa_pilot\raw\census_bps\ma0503c.txt,copied-from-repo-official-cache,39794,63ebb71885aebe4ec2bbab66cc13a086cadad27363e7de8c8ccadb393fae8386,not seasonally adjusted,
U.S. Census Bureau,BPS monthly MSA/CBSA permits,https://www.census.gov/construction/bps/index.html,repo official raw cache,D:\Programming\Dynamic Paper-dlrhcs_replication\outputs\empirical\unemployment\raw_sa_pilot\raw\census_bps\ma0504c.txt,copied-from-repo-official-cache,39881,981a3e64743f55acc40030ee051145f2505bba2677481e53f146ee6b10fb3192,not seasonally adjusted,
U.S. Census Bureau,BPS monthly MSA/CBSA permits,https://www.census.gov/construction/bps/index.html,repo official raw cache,D:\Programming\Dynamic Paper-dlrhcs_replication\outputs\empirical\unemployment\raw_sa_pilot\raw\census_bps\ma0505c.txt,copied-from-repo-official-cache,39772,992c892a3238fb06a31c065ae9a29a9898776dfdb7c4e2c70e9c4e8a632659e2,not seasonally adjusted,
U.S. Census Bureau,BPS monthly MSA/CBSA permits,https://www.census.gov/construction/bps/index.html,repo official raw cache,D:\Programming\Dynamic Paper-dlrhcs_replication\outputs\empirical\unemployment\raw_sa_pilot\raw\census_bps\ma0506c.txt,copied-from-repo-official-cache,40069,11c83d4384bbda373424ba3d178e1ec051eb6c0a3f03b267a0f17dac4085628d,not seasonally adjusted,
U.S. Census Bureau,BPS monthly MSA/CBSA permits,https://www.census.gov/construction/bps/index.html,repo official raw cache,D:\Programming\Dynamic Paper-dlrhcs_replication\outputs\empirical\unemployment\raw_sa_pilot\raw\census_bps\ma0507c.txt,copied-from-repo-official-cache,39611,fa6bcfa03e3aa34921a8ad0d669efc56781b6808d6c986a1519348116ec1f32e,not seasonally adjusted,
U.S. Census Bureau,BPS monthly MSA/CBSA permits,https://www.census.gov/construction/bps/index.html,repo official raw cache,D:\Programming\Dynamic Paper-dlrhcs_replication\outputs\empirical\unemployment\raw_sa_pilot\raw\census_bps\ma0508c.txt,copied-from-repo-official-cache,39949,e8a1102ae876078a80389ccfc83d7734dcfcdc77003fb3dc71dfda730a020cdb,not seasonally adjusted,
U.S. Census Bureau,BPS monthly MSA/CBSA permits,https://www.census.gov/construction/bps/index.html,repo official raw cache,D:\Programming\Dynamic Paper-dlrhcs_replication\outputs\empirical\unemployment\raw_sa_pilot\raw\census_bps\ma0509c.txt,copied-from-repo-official-cache,39861,6b0711a71a082272d128f3fa7cd79053bb05f2f5ba41d08aedbaa2bb7f1bc9d2,not seasonally adjusted,
U.S. Census Bureau,BPS monthly MSA/CBSA permits,https://www.census.gov/construction/bps/index.html,repo official raw cache,D:\Programming\Dynamic Paper-dlrhcs_replication\outputs\empirical\unemployment\raw_sa_pilot\raw\census_bps\ma0510c.txt,copied-from-repo-official-cache,39616,839a4683a7ac709e59bc2a9ea03126a71392d15b2b56b1e6ee6c5daf62799db0,not seasonally adjusted,
U.S. Census Bureau,BPS monthly MSA/CBSA permits,https://www.census.gov/construction/bps/index.html,repo official raw cache,D:\Programming\Dynamic Paper-dlrhcs_replication\outputs\empirical\unemployment\raw_sa_pilot\raw\census_bps\ma0511c.txt,copied-from-repo-official-cache,39466,b3c3b031b170b961f670671ab3211661d6e1a1ccf617ed35287b2ffaffcd58a9,not seasonally adjusted,
U.S. Census Bureau,BPS monthly MSA/CBSA permits,https://www.census.gov/construction/bps/index.html,repo official raw cache,D:\Programming\Dynamic Paper-dlrhcs_replication\outputs\empirical\unemployment\raw_sa_pilot\raw\census_bps\ma0512c.txt,copied-from-repo-official-cache,39207,d0cf96589a201c4e72a8e801e5d2a6756df5ab17397d34fdf0df2d5a55938d8a,not seasonally adjusted,
U.S. Census Bureau,BPS monthly MSA/CBSA permits,https://www.census.gov/construction/bps/index.html,repo official raw cache,D:\Programming\Dynamic Paper-dlrhcs_replication\outputs\empirical\unemployment\raw_sa_pilot\raw\census_bps\ma0601c.txt,copied-from-repo-official-cache,39102,97c2331a64efa63263d020d9607b7b5ee489ba12c3229870179530200b0b9420,not seasonally adjusted,
U.S. Census Bureau,BPS monthly MSA/CBSA permits,https://www.census.gov/construction/bps/index.html,repo official raw cache,D:\Programming\Dynamic Paper-dlrhcs_replication\outputs\empirical\unemployment\raw_sa_pilot\raw\census_bps\ma0602c.txt,copied-from-repo-official-cache,39249,ed00b6d1282e62987fb122ff0e4e67d489d86ca74f97c04e184199f512379a86,not seasonally adjusted,
U.S. Census Bureau,BPS monthly MSA/CBSA permits,https://www.census.gov/construction/bps/index.html,repo official raw cache,D:\Programming\Dynamic Paper-dlrhcs_replication\outputs\empirical\unemployment\raw_sa_pilot\raw\census_bps\ma0603c.txt,copied-from-repo-official-cache,39862,000007b2e51f2e0b6901d7a493ad27d192146d36b03bff799cd49689497b4d34,not seasonally adjusted,
U.S. Census Bureau,BPS monthly MSA/CBSA permits,https://www.census.gov/construction/bps/index.html,repo official raw cache,D:\Programming\Dynamic Paper-dlrhcs_replication\outputs\empirical\unemployment\raw_sa_pilot\raw\census_bps\ma0604c.txt,copied-from-repo-official-cache,39372,87e2c51b1e6aa4437a4492e4420704054c372b9a8fa77d57e408a7686837c1b4,not seasonally adjusted,
U.S. Census Bureau,BPS monthly MSA/CBSA permits,https://www.census.gov/construction/bps/index.html,repo official raw cache,D:\Programming\Dynamic Paper-dlrhcs_replication\outputs\empirical\unemployment\raw_sa_pilot\raw\census_bps\ma0605c.txt,copied-from-repo-official-cache,39764,f5f7615f79147e680a4602197bc1932c9399ec8f9c4a92130760cabf28234918,not seasonally adjusted,
U.S. Census Bureau,BPS monthly MSA/CBSA permits,https://www.census.gov/construction/bps/index.html,repo official raw cache,D:\Programming\Dynamic Paper-dlrhcs_replication\outputs\empirical\unemployment\raw_sa_pilot\raw\census_bps\ma0606c.txt,copied-from-repo-official-cache,39666,ab2abbb407f6a8ed1e44c87e2a77d3cc272dc9a431ad44f7e6a4a7fe13db21aa,not seasonally adjusted,
U.S. Census Bureau,BPS monthly MSA/CBSA permits,https://www.census.gov/construction/bps/index.html,repo official raw cache,D:\Programming\Dynamic Paper-dlrhcs_replication\outputs\empirical\unemployment\raw_sa_pilot\raw\census_bps\ma0607c.txt,copied-from-repo-official-cache,39172,a7b5bd4c44c577a7c033542f6b4843fe8aee9d64ec4522e7ef9a34c6f463ef30,not seasonally adjusted,
U.S. Census Bureau,BPS monthly MSA/CBSA permits,https://www.census.gov/construction/bps/index.html,repo official raw cache,D:\Programming\Dynamic Paper-dlrhcs_replication\outputs\empirical\unemployment\raw_sa_pilot\raw\census_bps\ma0608c.txt,copied-from-repo-official-cache,39471,95a7a27887b463391e70abec2f12238f8832953a45984fdbac916ef446d98751,not seasonally adjusted,
U.S. Census Bureau,BPS monthly MSA/CBSA permits,https://www.census.gov/construction/bps/index.html,repo official raw cache,D:\Programming\Dynamic Paper-dlrhcs_replication\outputs\empirical\unemployment\raw_sa_pilot\raw\census_bps\ma0609c.txt,copied-from-repo-official-cache,39219,326290abe572d5d9f63130036bd82e9c6cc929fd795e9173982e8453bfe55010,not seasonally adjusted,
U.S. Census Bureau,BPS monthly MSA/CBSA permits,https://www.census.gov/construction/bps/index.html,repo official raw cache,D:\Programming\Dynamic Paper-dlrhcs_replication\outputs\empirical\unemployment\raw_sa_pilot\raw\census_bps\ma0610c.txt,copied-from-repo-official-cache,39315,81fec2920f2bd044de7da691c9a8c2e1742a3439c1cf3b27efc7105417e2eb29,not seasonally adjusted,
U.S. Census Bureau,BPS monthly MSA/CBSA permits,https://www.census.gov/construction/bps/index.html,repo official raw cache,D:\Programming\Dynamic Paper-dlrhcs_replication\outputs\empirical\unemployment\raw_sa_pilot\raw\census_bps\ma0611c.txt,copied-from-repo-official-cache,38709,b1c435d44d286e4b0a726238ff2dd8f15441a9760969b279f749ee8df82cc873,not seasonally adjusted,
U.S. Census Bureau,BPS monthly MSA/CBSA permits,https://www.census.gov/construction/bps/index.html,repo official raw cache,D:\Programming\Dynamic Paper-dlrhcs_replication\outputs\empirical\unemployment\raw_sa_pilot\raw\census_bps\ma0612c.txt,copied-from-repo-official-cache,38767,91286d1a64915d58f8d9f4d4c9d5b3788d26120df2c13e9bbea7189793e6e222,not seasonally adjusted,
